deu, 2.16779930618
fdr, 2.12638300018
jpn, 1.82363644614
can, 1.71962678676
sau, 1.64637950562
lby, 1.38558173926
kwt, 1.33092209862
irn, 1.29768427517
ven, 1.1376926897
aus, 0.998683591
irq, 0.978736338463
idn, 0.934549608251
swe, 0.850904400145
usa, 0.839311692646
nga, 0.806715687991
mys, 0.783155025358
chn, 0.773751042175
qat, 0.767416756408
omn, 0.763771965567
egy, 0.748300928426
chl, 0.748151291826
per, 0.746172653333
zmb, 0.734519826934
phl, 0.720097897615
cod, 0.706437033921
pol, 0.701671455032
twn, 0.700390790351
ago, 0.683646685973
arg, 0.682259657086
nzl, 0.680538340694
civ, 0.673222663447
csk, 0.669407095294
nld, 0.667025792306
mar, 0.658884966652
lka, 0.658365037272
gab, 0.652820885607
cub, 0.647528110218
pak, 0.646922957343
ncl, 0.645336412989
sdn, 0.644616637817
dza, 0.638964800652
ecu, 0.638241061597
bhs, 0.637459185585
ddr, 0.632592857992
hnd, 0.632264185988
sur, 0.631401380689
uga, 0.628578765342
ury, 0.62832408583
dom, 0.624158704962
rou, 0.622775970282
bol, 0.622567205753
are, 0.622363065755
mrt, 0.621909201099
ind, 0.620262537845
bhr, 0.619755160762
gha, 0.619638886848
fin, 0.618770135723
guy, 0.618670377989
eth, 0.612934968947
gtm, 0.611230168736
afg, 0.611157827863
prk, 0.6103402769
cog, 0.610231270105
mac, 0.609842148879
tza, 0.608557189991
mmr, 0.60836560229
gin, 0.608051134202
tun, 0.607961946824
pry, 0.607322440293
caf, 0.605634156263
mus, 0.605212332998
slv, 0.605163775426
cmr, 0.604965581253
mdg, 0.604874411934
moz, 0.60433961799
zwe, 0.604317816631
fji, 0.603472848807
sun, 0.602783793733
nic, 0.602237108139
hti, 0.601866154712
tcd, 0.601846665618
sle, 0.601156949896
jam, 0.599740522207
mwi, 0.598917686065
bgr, 0.598648802637
kir, 0.598404693481
gnq, 0.597960738534
ner, 0.59753263912
bdi, 0.597356246306
col, 0.596923852686
rwa, 0.596805927153
som, 0.596650014403
alb, 0.596630855633
bmu, 0.596049155736
gmb, 0.595896215899
tgo, 0.595482650725
isl, 0.594657832641
blz, 0.594325196755
mli, 0.593753736889
wsm, 0.593008857123
syc, 0.592858559875
png, 0.592839070781
grl, 0.592316168488
mng, 0.592076353539
flk, 0.591872543864
shn, 0.591830262441
gnb, 0.591480119402
bfa, 0.591332795067
spm, 0.591263427106
lao, 0.591140546719
yar, 0.59111874536
guf, 0.590669505234
dji, 0.590416807664
syr, 0.59007624401
cri, 0.589961621713
npl, 0.589936186795
ben, 0.587873315778
ymd, 0.587334888275
gib, 0.586899521741
khm, 0.586897870123
sen, 0.583757153129
pan, 0.583428481126
brb, 0.57771090956
glp, 0.572527801613
cyp, 0.572440926501
hun, 0.570214545291
mlt, 0.56907525912
vnm, 0.566760020857
jor, 0.558295478054
ken, 0.554255289838
tto, 0.554102019678
tur, 0.55363163884
bra, 0.53686639375
lbn, 0.495011087659
tha, 0.486167993986
irl, 0.485276780855
mex, 0.460240562604
kor, 0.43184297118
hkg, 0.408959141647
prt, 0.400067160077
fra, 0.385850361728
ita, 0.377798062805
dnk, 0.364205906424
bel, 0.354538985638
isr, 0.341563543458
aut, 0.294928124239
lbr, 0.28160980614
nor, 0.245580417763
grc, 0.217156400449
che, 0.215423192407
gbr, 0.206218064044
yug, 0.14966864197
zaf, 0.103294839059
esp, 0.0110090256602
sgp, 0.0
